date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2014-12-22,3827800,47398500,97200,148318900,4118800,1002000,3600200
2014-12-23,2790800,52339300,110400,122167900,7406100,876000,4804100
2014-12-24,921900,21433900,64100,42963400,4871400,231500,1306900
2014-12-26,1124900,28723000,50700,57326700,2921300,400400,2907700
2014-12-29,2199100,38964300,50000,79643900,4070700,924000,2789100
2014-12-30,2069500,32332700,106200,73540800,4372600,1883200,3292600
2014-12-31,2493900,34940700,73200,130333800,4993300,2858800,4494500
2015-01-02,2090200,65010000,840900,121465900,9432000,1887500,5570500
2015-01-05,3446100,83166600,661200,169632600,9789500,2855500,6073700
2015-01-06,3688100,52066100,301300,209151400,18331300,2262700,7577100
2015-01-07,3984400,64948700,353000,125346700,9762900,2384600,6920700
2015-01-08,2212200,55081600,201100,147217800,8055300,1685500,5255000
2015-01-09,1322600,38547700,101400,150812300,9392800,2320000,4643900
2015-01-12,2184700,55381800,270200,144396100,6658100,1938700,5131800
2015-01-13,5537000,55565600,94300,214553300,8260000,1001500,5859600
2015-01-14,3043600,83761000,113700,192991100,12324500,1373300,6249100
2015-01-15,2084000,57441600,186500,176613900,11454200,2587500,5004100
2015-01-16,2744500,72675200,99000,211879600,9390500,3106100,4717000
2015-01-20,2059400,57588100,263900,129466200,7437400,1526900,5012700
2015-01-21,2020200,74714900,63500,122942700,9803900,2895500,4354500
2015-01-22,2030400,95318400,109400,174356000,10200000,3542700,4450600
2015-01-23,1535000,52278100,63700,115637000,7190000,2380700,3491800
2015-01-26,2705200,47264900,86700,92009700,5966500,2516600,2885100
2015-01-27,1635800,42525200,64500,134044600,8079600,2281600,3209400
2015-01-28,1327800,56698000,105000,168514300,12230300,1987000,3948900
2015-01-29,1752600,53124400,108900,173585400,8881400,1564500,3337500
2015-01-30,6252800,103745400,100700,197729700,14871200,1740900,4969800
2015-02-02,2792200,50443600,172200,163107000,13689900,1816100,7523600
2015-02-03,1815400,47786100,83700,122416200,13750500,4192300,4617400
2015-02-04,1953000,34900700,210100,134306700,11360400,1158300,3332800
2015-02-05,2409600,32092100,69900,97953200,8334600,922200,2921600
2015-02-06,2526300,63939100,89700,119694900,13217900,2861200,6323300
2015-02-09,1724900,35632500,75000,87219000,8025500,1661700,4235700
2015-02-10,1272500,46949400,55500,96164200,8290700,1133800,6144500
2015-02-11,1803400,44240300,124900,91087800,6506400,2328700,4027100
2015-02-12,2123700,55855400,142800,97545900,12548300,1878600,4523100
2015-02-13,1706200,44640000,147500,93670400,8325200,1038800,3444500
2015-02-17,2043000,30152000,133800,76968200,14968800,754000,6414800
2015-02-18,1442400,34687500,76900,74848400,13999200,1736200,5487900
2015-02-19,1443000,38785800,78600,91462500,8584800,523800,5415600
2015-02-20,2280700,32542700,56200,140896400,12502500,1902500,4982700
2015-02-23,1688200,34091700,106100,74411100,7500500,2061700,3883800
2015-02-24,1736700,64607900,68400,70943200,11955500,1096300,6027700
2015-02-25,2319300,28592500,58500,73061700,8019800,1104000,6699700
2015-02-26,1837200,25889800,60000,72697900,11020500,1625200,4738700
2015-02-27,3816400,43207600,63800,108076000,9225100,2502900,4328200
2015-03-02,7881900,36669900,167800,87491400,11324000,2238600,5353500
2015-03-03,4228400,40406100,72300,110325800,8599000,1175100,4311400
2015-03-04,1477100,50094600,134900,105665800,6287700,1633500,3054200
2015-03-05,1053000,33714000,67800,76873000,6045000,1929500,3503900
2015-03-06,1872900,72516900,52500,188128000,20022900,3306000,7166500
2015-03-09,2724600,34915600,65700,89818900,8889100,2286300,6548000
2015-03-10,1708100,83451200,64100,153901500,9261400,4266600,5985700
2015-03-11,1171600,47978700,67600,110145700,6663100,3921600,2833100
2015-03-12,1416600,46829700,66200,93993500,10295900,2784500,4013200
2015-03-13,3235600,69885200,61400,162410900,7247200,3128100,2863500
2015-03-16,1305800,50569900,46300,136099200,6374600,3028000,2761500
2015-03-17,1423700,52616100,50500,91167100,6302900,2263500,3764800
2015-03-18,1997800,101964500,76700,220171200,13976900,5970300,5781800
2015-03-19,1929700,64499900,52400,117917300,9543800,3046600,5663200
2015-03-20,3833600,67345300,68600,177715100,5953800,5946000,6004800
2015-03-23,1120900,35360600,90800,71310300,5554300,4021600,3644100
2015-03-24,2647300,45280300,53100,77805300,6712900,1700000,5828800
2015-03-25,1612300,49779900,81000,159521700,5635800,5765600,5391800
2015-03-26,1377600,76980100,87100,153067200,9536300,1953900,5638200
2015-03-27,5610200,42042700,90800,109352100,7344500,1464600,2330600
2015-03-30,1310500,51535700,104600,96180400,7010300,2087200,4149800
2015-03-31,2958100,47508800,96600,126768700,6844300,2205300,2982800
2015-04-01,1927300,55310600,303300,132644700,9271200,1787000,6666100
2015-04-02,1761600,62389200,159300,86900900,6663400,2079800,3905900
2015-04-06,1431000,54678400,180700,114368200,5923800,4332500,4398100
2015-04-07,1415100,33279500,113200,81236300,4764900,3336400,3039000
2015-04-08,903000,65023100,60300,89351900,5378900,1595900,2630300
2015-04-09,1728500,52128800,92500,85548900,6483900,5820800,5098700
2015-04-10,2055600,49899000,60300,72722900,4842200,2372300,3651600
2015-04-13,951000,55031100,54600,74436600,4010600,3787600,2348700
2015-04-14,1157100,42264100,57000,73013500,6075300,1565500,3662600
2015-04-15,1296800,40254700,78100,99529300,4425200,1838800,3514000
2015-04-16,1000800,55057700,64000,68934900,7085500,2882400,3395400
2015-04-17,1274300,76688000,107400,191113200,7268800,1840500,5055300
2015-04-20,1289400,28698900,69300,82969100,4841200,1430500,3191200
2015-04-21,1522700,33309100,186000,72559800,4563800,1709900,3830400
2015-04-22,916400,29271900,62400,78264600,9707600,693600,3852800
2015-04-23,1483900,32056500,50400,102585900,6843400,1236600,2266200
2015-04-24,837700,44030100,64200,61327400,4772300,2295500,2291700
2015-04-27,1595600,41819300,137400,79358100,4334400,2261800,2973300
2015-04-28,1601300,32441000,67400,86863500,7464300,3006600,3423400
2015-04-29,1313300,45752900,41400,125684900,11554800,6270600,3149400
2015-04-30,3328600,98330200,70800,161304900,12876000,4334100,8753800
2015-05-01,1357300,44928900,133500,103399700,12378500,3059700,5902600
2015-05-04,1651900,31314300,128000,70927200,9144700,1788800,4563700
2015-05-05,1481200,38738700,479800,113326200,13935500,4566800,6407200
2015-05-06,1565300,52439700,92200,135060200,14355000,4300000,6480100
2015-05-07,1986200,44347000,133800,88244900,11933700,5211300,6360600
2015-05-08,1933600,56822800,71300,155877300,11716400,2066500,5136500
2015-05-11,2984900,34705400,72200,75708100,13738600,1624200,3080600
2015-05-12,1394900,38432500,57000,119727600,15861700,1658100,4739300
2015-05-13,2441600,41156700,62200,94667900,15760000,3241200,6222300
2015-05-14,1796900,37071400,73200,95934000,9128400,2641300,4905400
2015-05-15,1047500,40940700,110400,76510100,12630600,2638100,4390600
2015-05-18,863900,35279200,76000,72785600,8573900,1647600,3450200
2015-05-19,1664400,32065300,130800,72114600,8435300,2874900,2784700
2015-05-20,1584100,37659200,81600,76857500,7789700,3120700,3427400
2015-05-21,2652600,27575700,50000,64764600,11760700,1373500,2667800
2015-05-22,1086900,37907000,45000,57433500,5417900,2198500,4067500
2015-05-26,2775000,51008600,55400,124308600,10469700,3438300,3041700
2015-05-27,888700,35464700,49300,93214000,6490300,2553500,2978600
2015-05-28,1298900,42689100,39800,74974600,6237600,2598500,2772000
2015-05-29,2780300,55645100,61300,111964800,7869200,1380600,4786500
2015-06-01,4327300,52509700,56500,93338800,13108100,1924000,4464400
2015-06-02,1830400,42012600,54500,89527800,9910800,2612300,3313200
2015-06-03,3413100,39291400,202000,87820900,14810900,2798100,3886800
2015-06-04,1907200,46637300,42900,151882800,10859300,2653700,3710100
2015-06-05,1619000,51982800,48700,121704700,11200200,9123700,6141000
2015-06-08,1289700,30425700,57900,85339800,5177600,2131900,3347100
2015-06-09,1206700,33384100,52300,105034700,12393900,1720700,4604500
2015-06-10,1491200,64828100,101300,134551300,12183600,3694700,4332000
2015-06-11,1539600,33808000,69600,73876400,13849300,2166500,9411000
2015-06-12,1365900,40975900,45300,135382400,7863100,1882300,3125500
2015-06-15,1666600,34097000,58400,124384200,8194200,3983500,3565200
2015-06-16,1309900,33605900,40900,85308200,7046400,2510200,5474800
2015-06-17,1895700,70505900,79400,126708600,13626100,3489300,3922300
2015-06-18,2917400,60019000,124900,165867900,10123300,3449400,5616900
2015-06-19,2048500,55891700,103000,130478700,10439200,1865100,5986300
2015-06-22,1173800,45009800,66000,70696000,9769000,4484800,3898700
2015-06-23,1339000,40579100,48500,68476800,8945100,2062300,2933200
2015-06-24,1527500,56107100,55700,92307300,8600400,1201100,3900200
2015-06-25,1222000,33663800,64500,97107400,8287800,2613500,4820600
2015-06-26,1054900,34721500,43500,104174800,11673000,1348400,3789500
2015-06-29,3279100,59610800,231600,202621300,17132900,3796100,5112000
2015-06-30,2158400,61266600,78700,182925100,13469000,7634100,5855900
2015-07-01,6010100,38622300,495500,135979900,12451500,2330200,6318900
2015-07-02,994600,34085800,162600,104373700,6682100,3496800,4303700
2015-07-06,1108000,66892500,87500,117975400,10605800,1954800,5116700
2015-07-07,2502400,100698500,584900,173820200,16160100,3097000,5921000
2015-07-08,2892600,93899000,86600,164020100,9951800,1298400,4941800
2015-07-09,1932800,72889000,71400,144113100,11108900,3374900,3313500
2015-07-10,2163700,64726600,68600,129456900,13636600,2044100,4774100
2015-07-13,1938300,43846200,65500,106069400,8006700,1643400,2887800
2015-07-14,1441400,30252200,63900,81709600,4227800,612000,2422900
2015-07-15,1781400,44039400,63300,97914100,8720400,1598600,2238100
2015-07-16,1294800,36217600,71400,106683300,7306500,2289000,2494800
2015-07-17,897600,35714800,82300,89030000,7404900,1151700,1803100
2015-07-20,1245100,31707000,201900,65523100,5941000,2512700,2164800
2015-07-21,1191500,27625400,67300,77965000,5627500,2840400,3540700
2015-07-22,1100000,39326800,48600,88667900,6228900,1785000,2883500
2015-07-23,1021400,42787700,70900,90509100,9087700,3810000,3188900
2015-07-24,1192500,55194200,89700,117755000,7307900,743400,2800300
2015-07-27,2666000,73051800,76100,132361100,8172000,5693200,3003000
2015-07-28,1873200,49701300,87100,123544800,9128200,2007400,2674000
2015-07-29,2273500,61119900,88100,105791300,6706400,1706900,7988100
2015-07-30,1959000,44051400,58000,91304400,6146600,2260700,2932500
2015-07-31,2084300,85020500,50800,103266900,9178400,1651000,5490400
2015-08-03,2563900,45674700,96900,113965700,11753700,1996500,3766400
2015-08-04,1659900,38618400,83100,81820800,6448800,1009500,4087300
2015-08-05,2346600,30785300,348900,85786800,7574300,884200,3783100
2015-08-06,1038100,42182300,68900,116030800,6118100,1835600,3473300
2015-08-07,2154700,37027200,97300,117858000,8317000,1993000,3942600
2015-08-10,1280200,43071900,103000,80270700,7461700,1613700,2605100
2015-08-11,1537300,57854100,67600,117481700,10418700,5032600,4539900
2015-08-12,1563900,64540000,59700,172123700,8455200,2714800,3229200
2015-08-13,1571700,58165600,87100,89383300,7691400,1704800,2381900
2015-08-14,1890500,33435200,63800,69387000,4104300,5182200,2558200
2015-08-17,1387100,42609500,79900,79072600,7880300,865800,2912600
2015-08-18,785400,42639500,96400,71692700,5024300,567100,2904800
2015-08-19,2184900,112308600,80100,172946000,10736000,1372300,2401000
2015-08-20,1075600,116628600,189300,194327900,9078300,3300700,3999800
2015-08-21,2443400,129140200,230000,346588500,10718300,5819900,4126300
2015-08-24,5440200,218802300,484500,507244300,16663400,4701500,10864500
2015-08-25,4070000,135001800,205800,369833100,15354800,3267600,9163900
2015-08-26,3994200,134618500,229800,339257000,16429900,4856700,5067500
2015-08-27,4041100,144856300,292000,274143900,9127000,9085500,5627400
2015-08-28,4774600,68659200,141900,160414400,9946200,1192000,3881100
2015-08-31,4141600,96762600,107700,154471400,8594700,1489000,6197200
2015-09-01,3386000,83635900,162500,256000400,15298200,1700400,7218400
2015-09-02,3442000,55551000,526200,160269300,9515200,864900,5018500
2015-09-03,1935000,67468200,712500,152087800,7042500,2175700,3712600
2015-09-04,1748100,81962800,68500,207081000,7951300,1015000,4262900
2015-09-08,2130300,53584300,93300,116025700,7049500,601700,3004500
2015-09-09,2891400,55621400,80000,140901400,7436700,1448900,3338100
2015-09-10,2564400,49745400,57400,158611100,6789700,1149400,4609500
2015-09-11,2001600,42195900,64200,119691200,5890900,679600,3892500
2015-09-14,1543600,39313800,84100,79452000,4221700,667300,3040500
2015-09-15,1541200,47693900,60900,108455800,11370000,780800,2737200
2015-09-16,1810100,85209600,77900,99581600,6949800,909000,3318500
2015-09-17,1955400,105902400,90500,276046600,19843600,2143500,6337800
2015-09-18,4510600,80905500,74300,213315400,14331700,1346100,5798800
2015-09-21,2325800,45318300,112600,105726200,10085600,746200,3176300
2015-09-22,2044800,58874100,82900,153890900,9968200,1691300,2963500
2015-09-23,1562100,44721000,73000,92790600,6769900,526900,3708700
2015-09-24,2700000,79880800,59200,159378800,9605800,1780200,3707600
2015-09-25,1225500,59861600,67200,155054800,8383700,626700,3330000
2015-09-28,1884400,58659500,153900,178515900,9833400,1812100,4094600
2015-09-29,1506800,52829500,168300,159045600,9006100,620200,3784900
2015-09-30,3121500,77179400,207600,152593200,9495100,821100,6237100
2015-10-01,4274900,48402600,1675600,131079000,9069400,1220500,4105200
2015-10-02,3553300,83904700,274500,211003300,13000400,1398600,4602000
2015-10-05,4604500,77869000,345700,126320800,11362700,1415100,5176500
2015-10-06,5013800,47313400,87300,110274500,5687800,698600,3570700
2015-10-07,1983200,97905900,94900,124307300,6712800,965500,4211900
2015-10-08,2038700,64163600,81900,153055200,12882300,1499500,3953200
2015-10-09,3235500,61563400,70100,107069200,9038100,1041500,3102700
2015-10-12,1268800,44030200,99800,56395600,4241000,1162800,3216500
2015-10-13,1500200,72241600,61900,88038700,6147200,819900,2362700
2015-10-14,3912000,57724900,58100,99106200,9738100,1267500,3349200
2015-10-15,2044800,60410800,71200,134142200,6924300,891500,2533600
2015-10-16,1630000,65003800,48500,114580100,8048300,851800,2875000
2015-10-19,1534900,52354600,110400,76523900,6238400,657500,3146100
2015-10-20,1805400,44212500,53500,78448500,6431300,696400,2781500
2015-10-21,1278200,55037000,102300,102038000,6603800,973200,3460600
2015-10-22,2276300,56963300,112000,174911700,6934100,1042400,3504200
2015-10-23,2237400,53727000,138200,144442300,7058200,1556600,3421300
2015-10-26,1541300,41789200,70400,69033000,5859800,457700,3280000
2015-10-27,2021900,56392800,124600,77905800,7156800,428300,7135300
2015-10-28,1661300,125416000,158300,135906700,8468700,1547500,4576600
2015-10-29,2333200,63186100,89100,84727800,11392200,847700,3283100
2015-10-30,10577000,72076000,63400,131076900,11861400,1029400,7057100
2015-11-02,8049400,51896500,106000,86270800,8751000,713500,6869600
2015-11-03,3033400,68335400,181700,95246100,8921600,1132700,5285300
2015-11-04,3542500,68241300,275700,90967700,5979800,2291200,3165100
2015-11-05,2185900,43303000,86000,78408700,7268400,2320000,2804100
2015-11-06,1829500,65547200,47100,110471500,10604700,3481300,7070200
2015-11-09,12843200,76448600,278100,131008700,9159500,2125700,5919100
2015-11-10,5233200,53876200,223400,75874600,6712500,1386900,4688800
2015-11-11,1603400,34433100,101100,67846000,2857900,12430500,2228400
2015-11-12,3448700,53097900,76000,121315200,6805700,5168800,3212200
2015-11-13,3784100,72046800,52300,153577100,7906600,1042200,4250100
2015-11-16,3326000,61895300,81300,117645200,5485300,2398900,3117900
2015-11-17,2461300,58447500,86400,121123700,5122900,3042600,3845600
2015-11-18,1952100,48166100,51100,121342500,5233900,3710500,3429200
2015-11-19,4232700,68973900,57000,88220500,6643000,2226900,3628100
2015-11-20,2034400,73122400,150800,94011500,5971000,1627100,3964600
2015-11-23,1976000,55352100,82900,64931200,5436300,1602300,2370000
2015-11-24,1335300,62017500,47300,98874400,3371500,1288100,3498900
2015-11-25,1169300,37938300,54100,51980100,3280900,875500,1959700
2015-11-27,946100,54817200,22200,37317800,2570600,1755600,1348700
2015-11-30,2397000,91134900,266700,112822700,5179800,1890200,7609800
2015-12-01,4260000,56692100,113600,97858400,12766600,1095100,3847300
2015-12-02,2462800,59091000,355300,108441300,7345800,1853600,5713500
2015-12-03,4634100,52692500,149900,166224200,16612200,6194000,4737300
2015-12-04,2181300,79516400,60400,192913900,11843800,1944000,3434100
2015-12-07,2143800,47613100,69000,102027100,9016700,2440500,4195100
2015-12-08,2311800,71352200,110500,103372400,7257500,1419700,3638600
