date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2013-04-18,1153800,47811900,90300,167583200,7009500,460400,2616900
2013-04-19,373600,50232400,65100,149687600,5474300,1373100,1621200
2013-04-22,1113800,33583200,111600,106553500,4519400,807200,2638500
2013-04-23,747900,64692700,80700,166141300,8042900,1002200,3312300
2013-04-24,743900,51542700,70500,96781200,3673600,1951500,1750700
2013-04-25,848700,41501800,119300,131060600,4297800,747400,2981700
2013-04-26,678500,51739700,43600,95918800,4898800,466200,2601000
2013-04-29,869400,43874800,49300,88572800,4916000,1675500,1889800
2013-04-30,1853100,80948900,155100,116010700,4477400,1611900,2439700
2013-05-01,1741300,64532800,217200,138874200,10724600,590200,6260100
2013-05-02,875500,46989800,92500,96407600,4171800,1081900,2590600
2013-05-03,580000,57682900,138300,144202300,11283600,562700,2878800
2013-05-06,686300,31402200,83100,66882100,5121900,296200,2427700
2013-05-07,931600,38932900,121900,90359200,5049200,379900,2442800
2013-05-08,1032600,47973100,73300,97419200,5732900,524400,2703100
2013-05-09,537900,40290500,43400,106738600,7527000,334300,2255800
2013-05-10,423100,44867100,218200,103203000,11689000,738300,1706300
2013-05-13,563400,51315300,44500,81843200,8050800,1317200,2114100
2013-05-14,994500,39457200,78600,119000900,9236100,1252600,2081600
2013-05-15,926800,54677500,97800,120718500,14608600,757200,2836800
2013-05-16,1965700,34833500,60500,109913600,8458400,1887500,2485200
2013-05-17,621800,37786100,131800,129801000,7435500,1011900,1717700
2013-05-20,1710100,33022100,105200,85071200,5839800,677500,2534100
2013-05-21,992300,39757800,50900,95804200,7781800,1028900,2321300
2013-05-22,1134400,95248900,99200,244031800,18361500,1448300,5514100
2013-05-23,1107200,84326400,159700,211064400,9207100,858400,5071800
2013-05-24,640100,70236100,126200,151573900,5357600,918400,3020000
2013-05-28,1082800,51418200,110000,143679800,13567500,502700,3666200
2013-05-29,1369400,71460900,52800,160363400,11298600,445700,5983200
2013-05-30,1301000,57619400,56400,107793800,10011800,820900,3753500
2013-05-31,1616800,109498200,55800,176850100,18158800,1526200,6474200
2013-06-03,2110400,103868200,315400,168390700,15564500,1843900,6934600
2013-06-04,980500,61790500,231400,157631500,7504300,832600,4116400
2013-06-05,1160600,88096500,144700,211737800,8056100,1766400,4197000
2013-06-06,1142500,79388500,115700,200225500,8925200,2643100,5111000
2013-06-07,1337400,83416900,65300,188337800,10459300,1114000,3588900
2013-06-10,1173300,94653100,116700,105667100,7892600,1415900,3347500
2013-06-11,1118700,91969100,118700,159505400,12841200,1210800,4747000
2013-06-12,1469500,110462700,99400,177361500,10193200,634000,3558600
2013-06-13,999000,109955800,56900,163587800,12506300,587100,4603500
2013-06-14,1219800,101834900,288900,141197500,6679100,612000,3547000
2013-06-17,1694700,59802800,104200,136295600,5982100,579700,4148100
2013-06-18,1067500,57237000,59300,114695600,5192700,608200,4303700
2013-06-19,975800,106460000,116200,206149500,17138200,1676000,4929600
2013-06-20,3057100,151378100,129700,321255900,27898500,3540400,8148100
2013-06-21,1979500,122377400,121300,271956800,19781000,1795700,7812200
2013-06-24,2270900,105810400,202200,222329000,24588900,7513000,8414700
2013-06-25,1687400,81147700,140600,162262200,11078000,979700,11383300
2013-06-26,995800,79737000,190300,134848000,13582200,938200,6721700
2013-06-27,1333700,95787800,48400,129483700,12026000,1745900,5114900
2013-06-28,2674000,92251600,158600,160402900,12017000,1184200,6234200
2013-07-01,950300,64188900,579900,131954800,5500400,1386400,3141000
2013-07-02,636900,91594600,213900,154863700,5333900,1648300,3707600
2013-07-03,442600,51565400,113800,75216400,3839000,496400,2446400
2013-07-05,1476400,94284700,124900,122416900,14511900,1436600,2506100
2013-07-08,641800,63868900,109000,108092500,8044200,11033500,2918000
2013-07-09,1726000,68925700,517600,119298000,4700400,1441100,1955900
2013-07-10,717100,72780900,168600,121410100,10792200,991200,3267800
2013-07-11,1044200,99047500,142800,135592200,10035500,3677500,3844300
2013-07-12,616300,48446100,163000,104212700,4730800,799200,3398200
2013-07-15,757500,78940600,163900,69450600,4574800,1286000,2942200
2013-07-16,585900,59925000,132200,88702100,3650200,795800,2946400
2013-07-17,693500,64775200,97400,92873900,5932000,8168300,2209600
2013-07-18,576900,63396800,99600,103620100,9066400,506800,1931600
2013-07-19,563200,56381200,62000,103831700,8523800,521900,1864400
2013-07-22,684100,60947300,157500,79428600,3972600,1621900,1934800
2013-07-23,502200,69873900,104200,80829700,5015500,1086400,1402800
2013-07-24,956800,73854100,77600,112914000,8853100,1054600,3115300
2013-07-25,917100,45387700,120700,111088600,6443400,908600,1760800
2013-07-26,771600,37847700,67900,107814600,6795500,643200,1586800
2013-07-29,459600,50232900,86200,79695000,6397800,1401400,3562300
2013-07-30,662400,38655400,53000,85209600,3635400,2149000,2362600
2013-07-31,1361900,81129000,84700,142388700,10483100,2205500,3443900
2013-08-01,1162600,81917200,94500,110438400,13568600,1741300,3445000
2013-08-02,841800,46528200,110500,91116700,9568400,776900,2578300
2013-08-05,1166600,41164800,122500,54072700,6611800,953900,2831300
2013-08-06,595700,51415100,71700,87495000,4589000,383900,3889300
2013-08-07,460600,54242300,74100,84854700,7183400,1735600,2021200
2013-08-08,848700,75526500,57400,102181300,5510900,1749900,2476400
2013-08-09,389800,56199400,113400,91757700,3623400,799100,2893000
2013-08-12,713400,61381800,247800,68593300,7562800,1564000,2709000
2013-08-13,525100,61264100,161000,80806000,11485600,976900,3778200
2013-08-14,756200,48288100,216700,79829200,6431600,614100,2538300
2013-08-15,765600,59751700,154500,152931800,11846300,1530200,3630500
2013-08-16,777300,72806300,133400,130868200,10175900,1645600,4256700
2013-08-19,734000,53829000,92600,96437600,9022000,760500,4763500
2013-08-20,984600,53697600,88400,89294400,10050100,983000,4124500
2013-08-21,656300,108745800,64500,159530500,13248800,1618800,4437200
2013-08-22,821600,57470900,42800,101471400,8751200,325600,2499500
2013-08-23,653100,57345100,75500,90888900,17441200,1691100,2917800
2013-08-26,922400,42254600,93000,89702100,5879100,363600,2925200
2013-08-27,676400,89367100,188200,158619400,11573300,491100,3355100
2013-08-28,648500,69409900,105400,108113000,7497900,976300,2142600
2013-08-29,476200,63988700,85500,119200500,6672400,786100,2334600
2013-08-30,1670400,104219900,83700,134928900,8987600,843200,3852400
2013-09-03,1345200,62694800,122700,142375100,12084300,1264500,6455100
2013-09-04,546100,60083400,96100,97389400,4579600,1956500,4261500
2013-09-05,1058500,59046600,33100,63090500,12290600,1345500,3024700
2013-09-06,639500,75420400,54900,159756500,9478400,533300,4582200
2013-09-09,897200,116120500,94900,87559300,6874900,557700,3579700
2013-09-10,628400,80651200,131300,105847200,8069000,1808300,2905300
2013-09-11,2315600,73495900,58300,94545900,8962400,629700,2568000
2013-09-12,846400,58460500,52700,83209000,6254400,411200,2628600
2013-09-13,655300,44927100,41200,72727800,6106200,963600,2582600
2013-09-16,866200,68924400,62700,106299200,8231600,894700,4413800
2013-09-17,865400,46999400,78600,82523300,8795300,685200,3328300
2013-09-18,1113400,113370100,68600,203460600,19749200,2489800,4452500
2013-09-19,661800,100087700,182400,146616900,11627800,4203300,5138400
2013-09-20,482800,77275200,60700,132867100,8421000,2028500,4082500
2013-09-23,855800,61143000,148100,104616500,10242100,1721600,3523100
2013-09-24,718200,43438700,109300,106333100,11446600,420300,4447700
2013-09-25,647700,56353100,55500,117306500,8130900,725300,2626300
2013-09-26,588100,54419200,57400,77146900,5117100,495300,1465400
2013-09-27,427900,69028500,46400,99141800,6460000,516900,3412300
2013-09-30,1439500,93884500,174700,143937000,8438800,281900,3804700
2013-10-01,2278900,62524700,776500,127160000,7592500,339200,4416100
2013-10-02,576900,46985900,226600,113350000,5967200,772400,2604000
2013-10-03,905000,51161500,187800,176698000,6648900,1360200,6150600
2013-10-04,558700,36780900,60100,96878000,5545300,445500,2389200
2013-10-07,559600,51699900,63500,96295000,5761100,1020300,2267400
2013-10-08,407000,66218200,92500,178015000,5904000,935000,2622000
2013-10-09,771500,67258400,69700,168973000,8439000,1066900,2896600
2013-10-10,2191900,99094900,98700,195955000,9944100,3259800,2370200
2013-10-11,1032200,42764200,86100,105040000,6500800,883300,2111100
2013-10-14,412900,43319800,74000,112106000,4205600,323200,2278000
2013-10-15,946900,54388300,297600,155485000,8291000,624900,3231700
2013-10-16,774700,64749400,209400,161676000,14460200,706700,3066400
2013-10-17,1027300,58641300,239000,129389000,11303400,1094000,3258600
2013-10-18,632400,55660500,82700,138316000,9487800,497500,2685200
2013-10-21,734700,44243400,153800,104104000,6161600,288300,2276500
2013-10-22,1572300,74992500,185800,126663000,9708500,1984700,3611600
2013-10-23,694300,69411000,68800,105484000,9163100,2519600,4650000
2013-10-24,532800,57466500,49900,70350000,7631400,490000,1600400
2013-10-25,484300,45414700,201900,93625000,4429500,290700,2213000
2013-10-28,936200,44569400,92700,84979000,6466400,798000,3347400
2013-10-29,521400,32543300,63600,87401000,5270500,1168300,3174900
2013-10-30,492100,55442300,115500,140002000,10199300,1204200,2466500
2013-10-31,1793600,68089000,134300,133795000,11452100,1646900,4039600
2013-11-01,1262300,83621600,82600,142805000,11349500,2661500,3448800
2013-11-04,421700,35360700,131600,85677000,4733200,583100,2640800
2013-11-05,873100,73296100,55300,85825000,8753400,439700,2533800
2013-11-06,557300,61350100,47300,87348000,5643000,898800,2256900
2013-11-07,804300,94546100,60900,157000000,7893700,2729200,3236900
2013-11-08,796600,79167700,63100,136713000,16889900,689600,3577500
2013-11-11,1281400,58492300,73700,62614000,4927200,309200,2243000
2013-11-12,1130600,81455800,35500,83990000,4839500,410800,2269900
2013-11-13,673300,69898800,64900,103844000,5782900,937600,2547100
2013-11-14,1437800,87793800,52900,103435000,8895500,662700,2483500
2013-11-15,1853400,94070900,107900,102818000,6344800,503700,2140300
2013-11-18,856100,80437300,65800,104796000,5451300,384100,1739500
2013-11-19,1703100,59573100,91700,93891000,7251100,265800,2202800
2013-11-20,984800,62635400,44600,124909000,14190900,537100,2922700
2013-11-21,1362900,51401400,51700,92841000,8903000,441200,2998000
2013-11-22,919400,49745300,58000,81296000,7950700,548000,1919400
2013-11-25,692300,59685800,93100,79486000,3755500,310400,2934200
2013-11-26,1625600,37990900,80800,86994000,6659200,280100,2673400
2013-11-27,932800,45419400,41400,58800000,6063000,265800,2990600
2013-11-29,956500,41826600,38900,55870900,5084400,314400,2259600
2013-12-02,1518700,67975400,120900,99726000,7527800,481300,3659000
2013-12-03,1478600,108126900,68300,116563000,5076900,298900,2246800
2013-12-04,1205300,62378500,50400,123033000,8502700,919600,3189600
2013-12-05,1882800,56729300,51700,106934000,7445700,625800,2622100
2013-12-06,2883600,75512400,39700,127728000,7352000,323900,2022500
2013-12-09,1379500,56365100,145900,70124000,5678800,561800,2326100
2013-12-10,2986900,44343900,84100,80976000,7040400,524600,2439600
2013-12-11,4010300,74628400,83200,130591000,8190900,950300,2789100
2013-12-12,2260000,62076500,137800,115565000,6208600,569000,2746100
2013-12-13,3461600,62277400,94500,107808000,6471300,617400,3165400
2013-12-16,804900,59551600,84200,96195000,6376400,607100,2571400
2013-12-17,1381500,53390900,72200,89886000,6014400,441300,2640100
2013-12-18,1446100,107981900,108600,234906000,12973200,2020800,4120500
2013-12-19,2011400,70838100,79200,136531200,6708400,1888400,3297500
2013-12-20,1378300,86690800,80400,197087000,12425700,1297400,3832900
2013-12-23,1926700,56621800,130100,85598000,6378600,333000,4183400
2013-12-24,688500,18409100,43100,45368800,4897000,333400,1801200
2013-12-26,750800,24739900,89700,63365000,4645300,270500,4333500
2013-12-27,1320400,35691100,63500,61814000,4755000,794800,3277100
2013-12-30,1226500,39861800,86500,56857000,4491700,968300,3603900
2013-12-31,3280300,38839400,191100,86119900,7218600,656900,5576900
2014-01-02,1346600,138488400,245500,119636900,8580800,1220400,5829600
2014-01-03,2293500,83579700,152300,81390600,4083800,968800,2771700
2014-01-06,4413900,55735100,166500,108028200,7796200,707400,2917500
2014-01-07,1255700,57341500,99100,86144200,4428100,947700,2582600
2014-01-08,1090800,63182600,213000,96582300,8513000,1141700,3368400
2014-01-09,829400,74405200,123700,90683400,6991100,651800,2543000
2014-01-10,1484400,110244200,109500,102026400,13197400,486200,2683900
2014-01-13,1139500,62209500,124900,149892000,9667400,541100,3650800
2014-01-14,987500,75830700,82900,105016100,10343100,509400,2383400
2014-01-15,1664800,47361900,120800,98525800,7507500,453600,3069700
2014-01-16,3113700,56673900,123700,72290600,7137700,638200,2704800
2014-01-17,588700,61288200,72100,107848700,7588600,1170200,2957800
2014-01-21,1777100,46683100,96300,88621200,6436000,581900,3255800
2014-01-22,892900,56188400,97200,61270900,4646700,347900,3432800
2014-01-23,1901200,109930400,119000,132496900,12960600,1391300,3262600
2014-01-24,783200,127153900,146500,208677100,11122200,1208100,2745800
2014-01-27,1335000,118532300,129200,180843100,9218200,946000,3818500
2014-01-28,1306400,86568700,111600,110463200,5661500,448200,2406700
2014-01-29,1116200,142219100,75200,216597300,11709400,903700,3308200
2014-01-30,3074400,84660600,241700,118938100,5956900,2343900,2990100
2014-01-31,3195200,102329500,150300,194677900,14690900,1531000,5454400
2014-02-03,1976100,123117200,302000,254837100,20780300,1813700,7310400
2014-02-04,2289000,138955500,154800,165012400,9573500,528000,4472100
2014-02-05,1162000,86064900,162600,164230500,10312200,755800,2656000
2014-02-06,1127700,99403100,76400,132877600,5708700,3575900,2755500
2014-02-07,611700,80356700,86400,170787200,7039200,369200,5918800
2014-02-10,1097200,68839500,111600,92218800,4370500,697500,6276300
2014-02-11,1493200,93164800,81000,117814100,5904900,594200,7136400
2014-02-12,714100,68705700,105000,94717700,6723300,523700,3335400
2014-02-13,777400,50414900,80700,100542200,6874600,2552100,2754600
2014-02-14,708800,69806400,75100,96498400,4989100,511900,2509200
2014-02-18,940900,69542600,136900,80460900,4855800,1244500,3819900
2014-02-19,902600,101924800,180500,126524300,5522500,589600,4334000
2014-02-20,894000,71686300,72000,104998100,5103200,378000,3503400
2014-02-21,395300,66907700,51400,118116400,5250700,958700,2406000
2014-02-24,838500,58971200,100700,114063900,3816700,464000,3690100
2014-02-25,542100,77028600,84600,117085000,6225400,438200,3329500
2014-02-26,617000,59122600,75800,98677200,7203900,389100,4623500
2014-02-27,628900,67962200,61400,93880800,5394700,255900,3334400
2014-02-28,1589500,88240700,62700,150842000,8462600,603200,8733500
2014-03-03,2533900,98832200,163700,167748500,11089400,877500,5816200
2014-03-04,953700,63103000,83800,167545900,8068100,295200,4444400
2014-03-05,2852300,42856900,140400,88376900,4798500,392800,3489400
2014-03-06,689200,86027600,100400,82516500,7418200,1978100,3705600
2014-03-07,701700,66565600,86800,114513500,8270300,752100,3665900
2014-03-10,877800,57747100,111900,74939200,3744300,581600,6387500
2014-03-11,2060700,72692600,151100,99009100,3815700,418700,5101900
2014-03-12,943300,56882800,93500,104824400,6430500,1455100,2711900
2014-03-13,660900,79967400,197400,155014300,11815500,878100,3688000
2014-03-14,741800,64589800,85900,153919600,9232800,215100,2713900
2014-03-17,590800,57492000,75400,98359500,7381900,456600,3115600
2014-03-18,568500,68135000,78800,101804600,4819500,1077000,2483700
2014-03-19,702000,95953000,82200,176267300,11557600,1102000,4561500
2014-03-20,1100600,60572300,41900,117241000,5224400,595200,3811500
2014-03-21,756600,86969000,56000,163128000,8986200,601400,2970400
2014-03-24,712800,54328100,162100,121411000,7536400,448200,5826500
2014-03-25,1377600,93531000,65100,103852000,5032000,312500,3125500
2014-03-26,593900,91289900,93700,119843000,7147200,175300,4286800
2014-03-27,1299200,73438700,124800,142383000,9772200,403000,3097600
2014-03-28,865600,67464400,102900,101642000,6027000,337900,2278400
2014-03-31,1452200,75256100,92200,99745000,7488400,320100,3597700
2014-04-01,760000,65717300,620100,89193000,9067300,198800,5804400
2014-04-02,1550700,44076300,433000,78774000,6887200,306600,3266700
2014-04-03,1126700,84659200,322400,77435000,4937400,363600,2372300
2014-04-04,1043600,127800700,160100,169381000,8977500,658500,3600300
2014-04-07,679500,60586200,168700,140803000,7562500,294700,3845100
2014-04-08,1435700,107043300,132400,112660000,4213800,1182400,2935500
2014-04-09,1167100,71617000,96100,100254000,5771500,782400,4339600
2014-04-10,1033300,74792500,156700,172959000,12706400,776400,4136300
2014-04-11,1168700,76310100,139100,167251000,10267000,549600,3785000
2014-04-14,1002800,44883400,179900,132382000,4142600,358200,2963500
2014-04-15,1442100,155302100,137700,157093000,7752000,431100,3800100
2014-04-16,2245600,64113100,353700,105197000,5523000,192500,2141600
2014-04-17,1262900,69955200,81200,105255000,8622500,243900,3736800
2014-04-21,1018200,29288500,129000,68329000,4316300,160300,2447200
2014-04-22,1034800,43060000,95100,85790000,5748700,177300,2889700
2014-04-23,746000,58299300,116700,73869000,5748600,107500,3180700
2014-04-24,494000,39310800,83600,88170000,6337800,467800,2332400
2014-04-25,489700,72613500,123500,100380000,5976500,285800,2608900
2014-04-28,523300,64020600,176200,135121000,7606000,243500,2994200
2014-04-29,858600,71181600,106900,84098000,5235200,133800,2944200
2014-04-30,1313000,49063100,113400,101508000,7721400,545500,2660700
2014-05-01,1727500,31161300,107200,93019000,11556500,598500,3817400
2014-05-02,1075300,63037500,138300,98122000,12702100,330900,3495200
2014-05-05,1261100,26894600,130600,75883000,8043000,238000,2628500
2014-05-06,786800,41163100,97300,85454000,6522600,581200,2879800
2014-05-07,664900,43226500,101200,106500000,8199200,802800,4417300
2014-05-08,2023400,49820300,135000,93618000,10878800,880100,3389200
2014-05-09,812800,43953000,102100,83679000,6000600,553000,3706300
2014-05-12,472900,63396500,158600,86940000,4563800,381800,2983200
2014-05-13,577500,53342400,94600,66454000,5501000,278500,2476600
2014-05-14,1321600,57544700,143900,72367000,8851400,385000,3956800
2014-05-15,2408900,56308800,110600,154956000,12627900,427900,2941200
2014-05-16,558700,70419600,217100,97458000,5019200,358700,2478900
2014-05-19,945900,32471500,80500,63839000,7403300,201900,2420400
2014-05-20,1102200,63707800,156200,111644000,6549800,420800,2210200
2014-05-21,804400,50661300,104800,89093000,8224600,864300,2164800
2014-05-22,633900,51415000,58400,61549000,6495700,217700,1820600
2014-05-23,435500,55456100,97000,61092800,3835000,639100,1418000
2014-05-27,762600,40155800,110200,72010000,6658300,330200,2713200
2014-05-28,692300,45095400,78900,66723000,10361000,1722800,2363100
2014-05-29,981400,28979600,65400,64377000,10692000,384000,2379800
2014-05-30,5554700,72201700,71100,76316000,6518900,248900,3281400
2014-06-02,2822900,33550800,132900,64656000,11728200,1003500,3096500
2014-06-03,864600,38021700,153800,65047000,12694100,191700,1828800
2014-06-04,1445700,25656100,137000,55529000,7882000,503600,1910500
2014-06-05,643500,41040500,211200,92103000,6915600,599300,4992400
2014-06-06,839500,45429100,110200,78696000,7832800,363900,9927200
2014-06-09,1133400,38995600,94900,65119000,5162800,1982400,2468000
2014-06-10,823300,31573300,172300,57129000,5986000,393900,2614700
2014-06-11,1171200,44721500,251100,68772000,5569700,200500,2365800
2014-06-12,1224200,40265500,156600,106350000,9775900,4938800,2249600
2014-06-13,1040900,27554000,73600,82017000,5412500,876400,1853100
2014-06-16,1308900,32040700,240200,87424000,5184600,465900,2643400
2014-06-17,842300,35013500,82300,84834000,6668800,633900,1942400
2014-06-18,504400,62131500,86200,105267000,11256500,461600,2734500
2014-06-19,690000,48497900,66900,85929000,14215500,1804200,2555800
2014-06-20,690600,36744000,50500,100587000,7319100,606700,2133100
2014-06-23,559700,27608300,54000,70611000,5821700,1338500,4780100
2014-06-24,740800,49441000,107800,96237000,9698300,467300,3286300
2014-06-25,713700,35940200,79100,82782000,5699300,229300,3838900
2014-06-26,673700,21873800,81800,84312000,6628900,362800,2612600
2014-06-27,668200,21988900,77000,71445100,7216500,275400,2013100
2014-06-30,1046900,34343200,69400,70201200,5593100,900200,4124700
2014-07-01,1038500,42222400,818800,90470000,8019200,367700,3025500
2014-07-02,1381400,35955800,249900,52475000,9382500,191300,2935000
2014-07-03,634500,26627100,74500,52938800,6173900,352800,2878500
2014-07-07,1253300,26962800,129400,61696000,5928900,219800,2436200
2014-07-08,2024000,29106700,244600,108143000,6352100,274300,3175000
2014-07-09,785500,29892600,123500,72992000,6395200,1009400,2534800
2014-07-10,791500,43704000,90300,99040000,7196900,695100,3409400
2014-07-11,606800,32082600,78100,64243000,4676500,373800,2629400
2014-07-14,710400,23136700,83700,58658000,4743300,307200,1907000
2014-07-15,660200,38034000,100700,111307000,7720000,595600,2907800
2014-07-16,725600,26424000,75500,79986400,4615800,591700,2204200
2014-07-17,1158400,66994900,168600,145398000,10901000,862100,2930400
2014-07-18,543600,51870700,60600,124330000,6677900,1315700,2042200
2014-07-21,585700,56034400,69400,67592000,5724100,3294900,2612300
2014-07-22,724700,43480300,89400,67678000,5753200,436200,2536100
2014-07-23,711800,29647900,74100,65612000,3489600,2365200,1972200
2014-07-24,853400,31503700,70300,56888000,6609000,216500,2035000
2014-07-25,506200,34409200,83800,76837000,7041800,337800,4739600
2014-07-28,673000,38243200,101200,69259000,5138300,176500,2155500
2014-07-29,2977100,35722000,174900,80466000,6579300,293700,1898000
2014-07-30,1245000,54177600,78600,104222000,12251200,3327900,3117400
2014-07-31,1066400,88181200,113100,183479000,18254000,820900,3195700
2014-08-01,1064400,108800800,93700,189261000,14951200,1786300,3394800
2014-08-04,1496900,43918900,180300,91340000,5183800,787500,2458400
2014-08-05,1875100,67276000,228000,152690000,8032000,529100,2968400
2014-08-06,708800,63560700,119100,94818000,7289200,1290300,1930600
2014-08-07,1246500,77763500,219200,135733000,9745500,1517300,2299300
2014-08-08,1339200,53612400,81300,117014000,9536700,904000,2574200
2014-08-11,1632900,49923100,251300,74544000,6668800,169900,2307300
2014-08-12,876000,36823500,87800,73632000,8122400,320800,1510400
2014-08-13,3471700,49491900,96600,69047000,8210500,306000,1847200
2014-08-14,1072900,33152100,175100,57371000,9028200,439400,2020500
2014-08-15,2593200,66006100,77500,139951000,17606700,418100,2972400
2014-08-18,1424400,38360500,62000,75424000,7595300,194800,2328200
2014-08-19,1820700,33591600,67800,59135000,5936900,342200,1893300
2014-08-20,929500,30889600,87700,72763000,7275600,885900,2361100
2014-08-21,775600,35476300,70900,67791000,6790700,306600,2436900
2014-08-22,801900,45995800,66200,76107000,10149900,1079100,2568700
2014-08-25,3473800,31989900,54500,63855000,5760700,496600,1913700
2014-08-26,543400,45918400,66600,47298000,5487600,969600,1762400
2014-08-27,866100,34239100,57800,47874000,7265800,1081800,1527300
2014-08-28,1123700,38157700,39700,58330000,9463600,561700,2491900
2014-08-29,1473300,39791500,41100,65907000,8512900,756000,1857400
2014-09-02,1029300,48129000,61300,72426000,10506000,2210600,2356800
2014-09-03,1311700,51700200,65400,57462000,6553900,884600,2254000
2014-09-04,1308900,41676700,104300,85236000,12528900,1796000,2032500
2014-09-05,798500,53035700,46200,102177000,6886000,763300,2285600
2014-09-08,895300,50222700,41700,64146000,9326400,1138800,3472300
2014-09-09,689500,85940600,53200,88591000,5353100,1404100,2389600
2014-09-10,974400,57439600,45100,67251000,8729400,758500,3369300
2014-09-11,753500,70622500,58100,66774400,9274800,622200,3158100
2014-09-12,1327600,85785600,54700,117409300,11114900,633100,5664200
2014-09-15,1210800,68507800,96000,76401000,5510700,917700,4031200
2014-09-16,851000,97318600,56100,116201000,9304700,1488200,3866000
2014-09-17,707200,76121700,47200,151266000,12917000,2058700,3340200
2014-09-18,707600,50513900,46300,94990000,7031200,1146700,3321000
2014-09-19,929900,88033100,73000,121649000,13236900,4859200,3465500
2014-09-22,592400,83094000,62900,125553000,6617200,1261500,2511100
2014-09-23,705200,82990700,83400,111393000,6362400,716900,5408600
2014-09-24,836700,55218900,134400,107276000,5223300,1746800,4459300
2014-09-25,1161900,68810700,253800,150300000,8947800,4432700,5149900
2014-09-26,1729500,54551800,100000,103547000,7799600,1206900,3992400
2014-09-29,7243700,74208400,64900,95112000,6791800,1324300,3798600
2014-09-30,2335400,87704500,61400,131302000,7277500,2182500,4720400
2014-10-01,6605200,109933300,270200,177798000,17194900,2711200,6004400
2014-10-02,4826800,92880600,95600,157285000,8251800,2002000,4035000
2014-10-03,2928900,61010900,397000,121569000,8561500,4528100,3338400
2014-10-06,2145800,84259600,88600,104778000,4485500,2433400,2874400
2014-10-07,2328400,41767500,95600,147913000,8837700,1793900,2711000
2014-10-08,2477900,90901600,121500,186461000,9391300,5304300,4952700
2014-10-09,1502800,82942800,65100,210705000,10291700,2343300,4812800
2014-10-10,1734400,104177200,93400,221909000,8774400,5000900,4856500
2014-10-13,1098500,89761000,119900,230939000,6450700,1278100,4322300
2014-10-14,3518500,71636700,186800,215847000,11285400,1088200,4833400
2014-10-15,2275400,122284500,156800,380715000,37407500,3995200,6098400
2014-10-16,1792900,101076200,235300,270391000,18096600,2590000,4380100
2014-10-17,2065800,73616400,666900,214625000,8524300,774900,3592900
2014-10-20,1518300,50853900,99300,130011000,7742500,632500,3538000
2014-10-21,2625000,49877200,112000,154949000,9754700,975900,3590600
2014-10-22,3179200,50711600,121200,151822000,9260200,1199500,3685100
2014-10-23,1863100,43661600,141300,154944000,10936300,1654900,4636200
2014-10-24,1188900,43721100,76000,117927000,5704900,760600,3367300
2014-10-27,1073100,44793200,63000,82954000,3391900,1045400,3241900
2014-10-28,1128600,73890500,162100,106736000,5141300,824900,2537300
2014-10-29,1591000,75308700,87100,142557000,9105100,4131300,3652200
2014-10-30,2479500,54208200,571600,113330000,7024400,1384900,2619400
2014-10-31,3145100,108786100,110600,146903000,6664200,2494300,5992000
2014-11-03,2282400,59606600,88100,93600000,9726600,3115800,5130100
2014-11-04,2346300,41428100,340900,93343000,3664800,961900,2749400
2014-11-05,2699600,48726600,211200,91709000,4799600,1306900,2257200
2014-11-06,1391400,52054400,67900,107089000,5901900,2041900,3025000
2014-11-07,1661400,42327500,113600,89540000,8550500,2449300,3680900
2014-11-10,846900,45891600,96400,66319000,4787300,3801400,2141300
2014-11-11,1138500,28395000,59800,54499400,2416500,1471200,2158300
2014-11-12,1123700,25122300,94400,90120300,4040800,881500,3648500
2014-11-13,860800,30709800,71800,85357900,4475900,1127000,4038700
2014-11-14,1073000,47386400,73800,80417500,5191200,1879500,3117900
2014-11-17,1403000,38237800,127300,80441000,4726200,939100,2501400
2014-11-18,1318400,23114500,98600,76068100,4471200,2395500,2609900
2014-11-19,1361800,49215300,136700,82373000,5792500,1783800,2985900
2014-11-20,1155800,28926200,166000,72840300,5683600,1938900,3400800
2014-11-21,1295000,111455200,79600,142327300,3640100,1371800,2827500
2014-11-24,1355100,38061300,120700,65880800,4033900,647100,3367400
2014-11-25,3187700,43794300,83100,79108300,6770000,2760200,4664900
2014-11-26,1205700,30953300,38900,62167800,4339100,1043100,2303900
2014-11-28,2072800,49144700,36100,57890100,4562200,652300,2225200
2014-12-01,2811700,75105900,144800,103968400,7728600,755600,5767100
2014-12-02,1468100,47273300,96100,74507200,5757200,884000,3641400
2014-12-03,1997900,37508300,106800,68952000,4868600,1289900,3620900
2014-12-04,3001500,31459900,79000,91316600,4250500,2190000,3367000
2014-12-05,3477700,32496300,98800,91025500,8030700,976600,4100400
2014-12-08,984100,43437900,93200,108588200,6021800,1889500,2651600
2014-12-09,1203000,54564100,75900,125180100,6639700,1616200,3905800
2014-12-10,1207900,55591700,74700,159856400,6439200,980100,3634400
2014-12-11,1447700,65853700,98900,159012800,7863500,2236600,2845100
2014-12-12,1714100,79274600,89300,202330200,9317400,1318400,3903500
2014-12-15,2540500,93921700,123200,189965800,9387400,1093700,5900900
2014-12-16,1411700,117074100,143800,259543800,7426400,1392600,7097800
2014-12-17,2167500,119530800,190100,253910100,11558800,2199500,7227900
2014-12-18,1865800,70091400,104300,257633900,12758200,1398100,6041800
2014-12-19,1865000,61239600,141800,245084600,7894500,1562600,5490300
